"intersection_id","tollgate_id","time_window","avg_travel_time"
"C","3","[2016-07-28 07:00:00,2016-07-28 08:00:00)","117.59"
"C","3","[2016-07-28 08:00:00,2016-07-28 09:00:00)","312.91"
"C","3","[2016-07-28 09:00:00,2016-07-28 10:00:00)","284.26"
"C","3","[2016-07-28 10:00:00,2016-07-28 11:00:00)","217.62"
"C","3","[2016-07-28 11:00:00,2016-07-28 12:00:00)","176.31"
"C","3","[2016-07-28 12:00:00,2016-07-28 13:00:00)","251.6"
"C","3","[2016-07-28 13:00:00,2016-07-28 14:00:00)","196.41"
"C","3","[2016-07-28 14:00:00,2016-07-28 15:00:00)","160.31"
"C","3","[2016-07-28 15:00:00,2016-07-28 16:00:00)","261.17"
"C","3","[2016-07-28 16:00:00,2016-07-28 17:00:00)","231.7"
"C","3","[2016-07-28 17:00:00,2016-07-28 18:00:00)","169.08"
"C","3","[2016-07-28 18:00:00,2016-07-28 19:00:00)","143.58"
"C","3","[2016-07-28 19:00:00,2016-07-28 20:00:00)","506.88"
"C","3","[2016-07-28 21:00:00,2016-07-28 22:00:00)","202.66"
"C","3","[2016-07-28 22:00:00,2016-07-28 23:00:00)","192.3"
"C","3","[2016-07-29 00:00:00,2016-07-29 01:00:00)","204.96"
"C","3","[2016-07-29 03:00:00,2016-07-29 04:00:00)","262.96"
"C","3","[2016-07-29 06:00:00,2016-07-29 07:00:00)","133.3"
"C","3","[2016-07-29 07:00:00,2016-07-29 08:00:00)","277.25"
"C","3","[2016-07-29 08:00:00,2016-07-29 09:00:00)","129.59"
"C","3","[2016-07-29 09:00:00,2016-07-29 10:00:00)","244.2"
"C","3","[2016-07-29 10:00:00,2016-07-29 11:00:00)","171.58"
"C","3","[2016-07-29 11:00:00,2016-07-29 12:00:00)","99.38"
"C","3","[2016-07-29 12:00:00,2016-07-29 13:00:00)","176.36"
"C","3","[2016-07-29 13:00:00,2016-07-29 14:00:00)","168.55"
"C","3","[2016-07-29 14:00:00,2016-07-29 15:00:00)","144.26"
"C","3","[2016-07-29 15:00:00,2016-07-29 16:00:00)","89.93"
"C","3","[2016-07-29 16:00:00,2016-07-29 17:00:00)","279.22"
"C","3","[2016-07-29 17:00:00,2016-07-29 18:00:00)","235.57"
"C","3","[2016-07-29 18:00:00,2016-07-29 19:00:00)","138.2"
"C","3","[2016-07-29 19:00:00,2016-07-29 20:00:00)","251.61"
"C","3","[2016-07-29 21:00:00,2016-07-29 22:00:00)","171.66"
"C","3","[2016-07-29 23:00:00,2016-07-30 00:00:00)","205.35"
"C","3","[2016-07-30 07:00:00,2016-07-30 08:00:00)","99.89"
"C","3","[2016-07-30 08:00:00,2016-07-30 09:00:00)","164.52"
"C","3","[2016-07-30 09:00:00,2016-07-30 10:00:00)","255.48"
"C","3","[2016-07-30 10:00:00,2016-07-30 11:00:00)","222.28"
"C","3","[2016-07-30 11:00:00,2016-07-30 12:00:00)","187.22"
"C","3","[2016-07-30 12:00:00,2016-07-30 13:00:00)","214.73"
"C","3","[2016-07-30 13:00:00,2016-07-30 14:00:00)","116.57"
"C","3","[2016-07-30 14:00:00,2016-07-30 15:00:00)","216.65"
"C","3","[2016-07-30 15:00:00,2016-07-30 16:00:00)","355.79"
"C","3","[2016-07-30 16:00:00,2016-07-30 17:00:00)","189.18"
"C","3","[2016-07-30 17:00:00,2016-07-30 18:00:00)","212.61"
"C","3","[2016-07-30 18:00:00,2016-07-30 19:00:00)","198.46"
"C","3","[2016-07-30 19:00:00,2016-07-30 20:00:00)","184.08"
"C","3","[2016-07-30 20:00:00,2016-07-30 21:00:00)","198.16"
"C","3","[2016-07-30 21:00:00,2016-07-30 22:00:00)","146.33"
"C","3","[2016-07-30 22:00:00,2016-07-30 23:00:00)","212.49"
"C","3","[2016-07-30 23:00:00,2016-07-31 00:00:00)","183.94"
"C","3","[2016-07-31 00:00:00,2016-07-31 01:00:00)","157.57"
"C","3","[2016-07-31 04:00:00,2016-07-31 05:00:00)","227.29"
"C","3","[2016-07-31 05:00:00,2016-07-31 06:00:00)","272.81"
"C","3","[2016-07-31 07:00:00,2016-07-31 08:00:00)","154.67"
"C","3","[2016-07-31 08:00:00,2016-07-31 09:00:00)","200.83"
"C","3","[2016-07-31 09:00:00,2016-07-31 10:00:00)","196.81"
"C","3","[2016-07-31 10:00:00,2016-07-31 11:00:00)","208.6"
"C","3","[2016-07-31 11:00:00,2016-07-31 12:00:00)","280.08"
"C","3","[2016-07-31 12:00:00,2016-07-31 13:00:00)","213.65"
"C","3","[2016-07-31 13:00:00,2016-07-31 14:00:00)","243.36"
"C","3","[2016-07-31 14:00:00,2016-07-31 15:00:00)","201.49"
"C","3","[2016-07-31 15:00:00,2016-07-31 16:00:00)","228.27"
"C","3","[2016-07-31 16:00:00,2016-07-31 17:00:00)","180.58"
"C","3","[2016-07-31 17:00:00,2016-07-31 18:00:00)","317.44"
"C","3","[2016-07-31 18:00:00,2016-07-31 19:00:00)","212.65"
"C","3","[2016-07-31 19:00:00,2016-07-31 20:00:00)","182.05"
"C","3","[2016-07-31 20:00:00,2016-07-31 21:00:00)","206.94"
"C","3","[2016-07-31 21:00:00,2016-07-31 22:00:00)","217.87"
"C","3","[2016-07-31 23:00:00,2016-08-01 00:00:00)","251.35"
"C","3","[2016-08-01 05:00:00,2016-08-01 06:00:00)","152.59"
"C","3","[2016-08-01 06:00:00,2016-08-01 07:00:00)","417.16"
"C","3","[2016-08-01 07:00:00,2016-08-01 08:00:00)","217.96"
"C","3","[2016-08-01 08:00:00,2016-08-01 09:00:00)","226.09"
"C","3","[2016-08-01 09:00:00,2016-08-01 10:00:00)","264.17"
"C","3","[2016-08-01 10:00:00,2016-08-01 11:00:00)","170.81"
"C","3","[2016-08-01 11:00:00,2016-08-01 12:00:00)","161.03"
"C","3","[2016-08-01 12:00:00,2016-08-01 13:00:00)","165.52"
"C","3","[2016-08-01 13:00:00,2016-08-01 14:00:00)","200.47"
"C","3","[2016-08-01 14:00:00,2016-08-01 15:00:00)","326.32"
"C","3","[2016-08-01 15:00:00,2016-08-01 16:00:00)","196.09"
"C","3","[2016-08-01 16:00:00,2016-08-01 17:00:00)","168.13"
"C","3","[2016-08-01 17:00:00,2016-08-01 18:00:00)","220.67"
"C","3","[2016-08-01 18:00:00,2016-08-01 19:00:00)","221.05"
"C","3","[2016-08-01 20:00:00,2016-08-01 21:00:00)","141.7"
"C","3","[2016-08-01 21:00:00,2016-08-01 22:00:00)","214.34"
"C","3","[2016-08-01 23:00:00,2016-08-02 00:00:00)","251.99"
"C","3","[2016-08-02 02:00:00,2016-08-02 03:00:00)","230.73"
"C","3","[2016-08-02 07:00:00,2016-08-02 08:00:00)","177.56"
"C","3","[2016-08-02 08:00:00,2016-08-02 09:00:00)","300.62"
"C","3","[2016-08-02 09:00:00,2016-08-02 10:00:00)","215.52"
"C","3","[2016-08-02 10:00:00,2016-08-02 11:00:00)","182.2"
"C","3","[2016-08-02 11:00:00,2016-08-02 12:00:00)","160.57"
"C","3","[2016-08-02 12:00:00,2016-08-02 13:00:00)","175.37"
"C","3","[2016-08-02 13:00:00,2016-08-02 14:00:00)","193.12"
"C","3","[2016-08-02 14:00:00,2016-08-02 15:00:00)","183.07"
"C","3","[2016-08-02 15:00:00,2016-08-02 16:00:00)","200.12"
"C","3","[2016-08-02 16:00:00,2016-08-02 17:00:00)","190.59"
"C","3","[2016-08-02 17:00:00,2016-08-02 18:00:00)","175.11"
"C","3","[2016-08-02 18:00:00,2016-08-02 19:00:00)","264.6"
"C","3","[2016-08-02 19:00:00,2016-08-02 20:00:00)","215.75"
"C","3","[2016-08-02 20:00:00,2016-08-02 21:00:00)","218.43"
"C","3","[2016-08-02 21:00:00,2016-08-02 22:00:00)","142.53"
"C","3","[2016-08-03 00:00:00,2016-08-03 01:00:00)","134.39"
"C","3","[2016-08-03 01:00:00,2016-08-03 02:00:00)","185.4"
"C","3","[2016-08-03 07:00:00,2016-08-03 08:00:00)","179.32"
"C","3","[2016-08-03 09:00:00,2016-08-03 10:00:00)","227.7"
"C","3","[2016-08-03 10:00:00,2016-08-03 11:00:00)","165.6"
"C","3","[2016-08-03 11:00:00,2016-08-03 12:00:00)","163.46"
"C","3","[2016-08-03 12:00:00,2016-08-03 13:00:00)","118.09"
"C","3","[2016-08-03 13:00:00,2016-08-03 14:00:00)","160.07"
"C","3","[2016-08-03 15:00:00,2016-08-03 16:00:00)","199.37"
"C","3","[2016-08-03 16:00:00,2016-08-03 17:00:00)","248.15"
"C","3","[2016-08-03 17:00:00,2016-08-03 18:00:00)","254.16"
"C","3","[2016-08-03 18:00:00,2016-08-03 19:00:00)","225.84"
"C","3","[2016-08-03 19:00:00,2016-08-03 20:00:00)","233.55"
"C","3","[2016-08-03 21:00:00,2016-08-03 22:00:00)","255.92"
"C","3","[2016-08-03 22:00:00,2016-08-03 23:00:00)","199.26"
"C","3","[2016-08-03 23:00:00,2016-08-04 00:00:00)","175.99"
"C","3","[2016-08-04 01:00:00,2016-08-04 02:00:00)","168.73"
"C","3","[2016-08-04 05:00:00,2016-08-04 06:00:00)","125.48"
"C","3","[2016-08-04 06:00:00,2016-08-04 07:00:00)","140.09"
"C","3","[2016-08-04 07:00:00,2016-08-04 08:00:00)","241.34"
"C","3","[2016-08-04 08:00:00,2016-08-04 09:00:00)","253.25"
"C","3","[2016-08-04 09:00:00,2016-08-04 10:00:00)","310.74"
"C","3","[2016-08-04 10:00:00,2016-08-04 11:00:00)","139.57"
"C","3","[2016-08-04 11:00:00,2016-08-04 12:00:00)","189.02"
"C","3","[2016-08-04 12:00:00,2016-08-04 13:00:00)","259.16"
"C","3","[2016-08-04 13:00:00,2016-08-04 14:00:00)","198.05"
"C","3","[2016-08-04 14:00:00,2016-08-04 15:00:00)","179.47"
"C","3","[2016-08-04 15:00:00,2016-08-04 16:00:00)","156.47"
"C","3","[2016-08-04 16:00:00,2016-08-04 17:00:00)","186.2"
"C","3","[2016-08-04 17:00:00,2016-08-04 18:00:00)","251.76"
"C","3","[2016-08-04 18:00:00,2016-08-04 19:00:00)","174.43"
"C","3","[2016-08-04 19:00:00,2016-08-04 20:00:00)","180.37"
"C","3","[2016-08-04 21:00:00,2016-08-04 22:00:00)","244.45"
"C","3","[2016-08-05 03:00:00,2016-08-05 04:00:00)","128.1"
"C","3","[2016-08-05 06:00:00,2016-08-05 07:00:00)","152.54"
"C","3","[2016-08-05 08:00:00,2016-08-05 09:00:00)","352.29"
"C","3","[2016-08-05 10:00:00,2016-08-05 11:00:00)","162.0"
"C","3","[2016-08-05 11:00:00,2016-08-05 12:00:00)","157.25"
"C","3","[2016-08-05 13:00:00,2016-08-05 14:00:00)","215.06"
"C","3","[2016-08-05 14:00:00,2016-08-05 15:00:00)","206.2"
"C","3","[2016-08-05 15:00:00,2016-08-05 16:00:00)","226.27"
"C","3","[2016-08-05 16:00:00,2016-08-05 17:00:00)","248.39"
"C","3","[2016-08-05 18:00:00,2016-08-05 19:00:00)","240.18"
"C","3","[2016-08-05 19:00:00,2016-08-05 20:00:00)","170.76"
"C","3","[2016-08-05 20:00:00,2016-08-05 21:00:00)","179.09"
"C","3","[2016-08-05 21:00:00,2016-08-05 22:00:00)","183.54"
"C","3","[2016-08-05 22:00:00,2016-08-05 23:00:00)","167.44"
"C","3","[2016-08-06 01:00:00,2016-08-06 02:00:00)","137.43"
"C","3","[2016-08-06 04:00:00,2016-08-06 05:00:00)","74.08"
"C","3","[2016-08-06 07:00:00,2016-08-06 08:00:00)","192.93"
"C","3","[2016-08-06 12:00:00,2016-08-06 13:00:00)","226.93"
"C","3","[2016-08-06 13:00:00,2016-08-06 14:00:00)","197.29"
"C","3","[2016-08-06 14:00:00,2016-08-06 15:00:00)","264.8"
"C","3","[2016-08-06 15:00:00,2016-08-06 16:00:00)","238.8"
"C","3","[2016-08-06 16:00:00,2016-08-06 17:00:00)","246.38"
"C","3","[2016-08-06 17:00:00,2016-08-06 18:00:00)","230.16"
"C","3","[2016-08-06 18:00:00,2016-08-06 19:00:00)","189.98"
"C","3","[2016-08-06 19:00:00,2016-08-06 20:00:00)","179.51"
"C","3","[2016-08-06 20:00:00,2016-08-06 21:00:00)","247.84"
"C","3","[2016-08-06 21:00:00,2016-08-06 22:00:00)","193.87"
"C","3","[2016-08-06 22:00:00,2016-08-06 23:00:00)","147.93"
"C","3","[2016-08-07 05:00:00,2016-08-07 06:00:00)","210.64"
"C","3","[2016-08-07 07:00:00,2016-08-07 08:00:00)","138.3"
"C","3","[2016-08-07 08:00:00,2016-08-07 09:00:00)","209.09"
"C","3","[2016-08-07 09:00:00,2016-08-07 10:00:00)","156.28"
"C","3","[2016-08-07 10:00:00,2016-08-07 11:00:00)","127.21"
"C","3","[2016-08-07 11:00:00,2016-08-07 12:00:00)","144.83"
"C","3","[2016-08-07 12:00:00,2016-08-07 13:00:00)","208.94"
"C","3","[2016-08-07 13:00:00,2016-08-07 14:00:00)","205.64"
"C","3","[2016-08-07 14:00:00,2016-08-07 15:00:00)","234.52"
"C","3","[2016-08-07 17:00:00,2016-08-07 18:00:00)","242.48"
"C","3","[2016-08-07 18:00:00,2016-08-07 19:00:00)","265.39"
"C","3","[2016-08-07 19:00:00,2016-08-07 20:00:00)","119.49"
"C","3","[2016-08-07 20:00:00,2016-08-07 21:00:00)","203.51"
"C","3","[2016-08-07 21:00:00,2016-08-07 22:00:00)","153.6"
"C","3","[2016-08-07 22:00:00,2016-08-07 23:00:00)","155.39"
"C","3","[2016-08-07 23:00:00,2016-08-08 00:00:00)","156.64"
"C","3","[2016-08-08 00:00:00,2016-08-08 01:00:00)","233.09"
"C","3","[2016-08-08 01:00:00,2016-08-08 02:00:00)","142.52"
"C","3","[2016-08-08 07:00:00,2016-08-08 08:00:00)","209.99"
"C","3","[2016-08-08 08:00:00,2016-08-08 09:00:00)","211.79"
"C","3","[2016-08-08 11:00:00,2016-08-08 12:00:00)","192.12"
"C","3","[2016-08-08 12:00:00,2016-08-08 13:00:00)","148.6"
"C","3","[2016-08-08 13:00:00,2016-08-08 14:00:00)","230.94"
"C","3","[2016-08-08 14:00:00,2016-08-08 15:00:00)","182.84"
"C","3","[2016-08-08 15:00:00,2016-08-08 16:00:00)","177.46"
"C","3","[2016-08-08 21:00:00,2016-08-08 22:00:00)","227.23"
"C","3","[2016-08-09 05:00:00,2016-08-09 06:00:00)","371.01"
"C","3","[2016-08-09 07:00:00,2016-08-09 08:00:00)","196.44"
"C","3","[2016-08-09 08:00:00,2016-08-09 09:00:00)","193.58"
"C","3","[2016-08-09 09:00:00,2016-08-09 10:00:00)","203.43"
"C","3","[2016-08-09 13:00:00,2016-08-09 14:00:00)","227.95"
"C","3","[2016-08-09 14:00:00,2016-08-09 15:00:00)","190.52"
"C","3","[2016-08-09 16:00:00,2016-08-09 17:00:00)","173.21"
"C","3","[2016-08-09 17:00:00,2016-08-09 18:00:00)","216.75"
"C","3","[2016-08-09 18:00:00,2016-08-09 19:00:00)","120.87"
"C","3","[2016-08-09 19:00:00,2016-08-09 20:00:00)","270.62"
"C","3","[2016-08-09 20:00:00,2016-08-09 21:00:00)","198.31"
"C","3","[2016-08-09 21:00:00,2016-08-09 22:00:00)","119.76"
"C","3","[2016-08-09 22:00:00,2016-08-09 23:00:00)","207.51"
"C","3","[2016-08-10 07:00:00,2016-08-10 08:00:00)","134.05"
"C","3","[2016-08-10 08:00:00,2016-08-10 09:00:00)","217.82"
"C","3","[2016-08-10 09:00:00,2016-08-10 10:00:00)","214.48"
"C","3","[2016-08-10 11:00:00,2016-08-10 12:00:00)","196.9"
"C","3","[2016-08-10 12:00:00,2016-08-10 13:00:00)","169.38"
"C","3","[2016-08-10 13:00:00,2016-08-10 14:00:00)","192.27"
"C","3","[2016-08-10 14:00:00,2016-08-10 15:00:00)","197.52"
"C","3","[2016-08-10 15:00:00,2016-08-10 16:00:00)","226.2"
"C","3","[2016-08-10 16:00:00,2016-08-10 17:00:00)","244.61"
"C","3","[2016-08-10 17:00:00,2016-08-10 18:00:00)","302.37"
"C","3","[2016-08-10 18:00:00,2016-08-10 19:00:00)","224.46"
"C","3","[2016-08-10 19:00:00,2016-08-10 20:00:00)","125.07"
"C","3","[2016-08-10 23:00:00,2016-08-11 00:00:00)","248.06"
"C","3","[2016-08-11 07:00:00,2016-08-11 08:00:00)","197.26"
"C","3","[2016-08-11 09:00:00,2016-08-11 10:00:00)","299.98"
"C","3","[2016-08-11 10:00:00,2016-08-11 11:00:00)","218.78"
"C","3","[2016-08-11 11:00:00,2016-08-11 12:00:00)","192.93"
"C","3","[2016-08-11 12:00:00,2016-08-11 13:00:00)","169.05"
"C","3","[2016-08-11 13:00:00,2016-08-11 14:00:00)","194.9"
"C","3","[2016-08-11 14:00:00,2016-08-11 15:00:00)","161.02"
"C","3","[2016-08-11 15:00:00,2016-08-11 16:00:00)","154.17"
"C","3","[2016-08-11 16:00:00,2016-08-11 17:00:00)","255.78"
"C","3","[2016-08-11 17:00:00,2016-08-11 18:00:00)","235.77"
"C","3","[2016-08-11 18:00:00,2016-08-11 19:00:00)","179.31"
"C","3","[2016-08-11 19:00:00,2016-08-11 20:00:00)","183.61"
"C","3","[2016-08-11 21:00:00,2016-08-11 22:00:00)","104.07"
"C","3","[2016-08-11 22:00:00,2016-08-11 23:00:00)","154.65"
"C","3","[2016-08-11 23:00:00,2016-08-12 00:00:00)","200.18"
"C","3","[2016-08-12 02:00:00,2016-08-12 03:00:00)","206.76"
"C","3","[2016-08-12 07:00:00,2016-08-12 08:00:00)","217.28"
"C","3","[2016-08-12 09:00:00,2016-08-12 10:00:00)","189.04"
"C","3","[2016-08-12 10:00:00,2016-08-12 11:00:00)","184.48"
"C","3","[2016-08-12 11:00:00,2016-08-12 12:00:00)","245.01"
"C","3","[2016-08-12 12:00:00,2016-08-12 13:00:00)","226.62"
"C","3","[2016-08-12 13:00:00,2016-08-12 14:00:00)","233.46"
"C","3","[2016-08-12 14:00:00,2016-08-12 15:00:00)","188.71"
"C","3","[2016-08-12 15:00:00,2016-08-12 16:00:00)","208.53"
"C","3","[2016-08-12 16:00:00,2016-08-12 17:00:00)","190.24"
"C","3","[2016-08-12 17:00:00,2016-08-12 18:00:00)","206.04"
"C","3","[2016-08-12 18:00:00,2016-08-12 19:00:00)","218.04"
"C","3","[2016-08-12 19:00:00,2016-08-12 20:00:00)","114.19"
"C","3","[2016-08-12 20:00:00,2016-08-12 21:00:00)","178.37"
"C","3","[2016-08-12 23:00:00,2016-08-13 00:00:00)","162.22"
"C","3","[2016-08-13 01:00:00,2016-08-13 02:00:00)","180.42"
"C","3","[2016-08-13 07:00:00,2016-08-13 08:00:00)","229.98"
"C","3","[2016-08-13 08:00:00,2016-08-13 09:00:00)","218.48"
"C","3","[2016-08-13 11:00:00,2016-08-13 12:00:00)","136.56"
"C","3","[2016-08-13 13:00:00,2016-08-13 14:00:00)","152.41"
"C","3","[2016-08-13 14:00:00,2016-08-13 15:00:00)","268.86"
"C","3","[2016-08-13 15:00:00,2016-08-13 16:00:00)","210.3"
"C","3","[2016-08-13 17:00:00,2016-08-13 18:00:00)","338.12"
"C","3","[2016-08-13 19:00:00,2016-08-13 20:00:00)","261.95"
"C","3","[2016-08-13 20:00:00,2016-08-13 21:00:00)","214.89"
"C","3","[2016-08-13 21:00:00,2016-08-13 22:00:00)","352.68"
"C","3","[2016-08-13 22:00:00,2016-08-13 23:00:00)","260.8"
"C","3","[2016-08-14 06:00:00,2016-08-14 07:00:00)","155.34"
"C","3","[2016-08-14 07:00:00,2016-08-14 08:00:00)","160.72"
"C","3","[2016-08-14 08:00:00,2016-08-14 09:00:00)","213.62"
"C","3","[2016-08-14 09:00:00,2016-08-14 10:00:00)","209.6"
"C","3","[2016-08-14 10:00:00,2016-08-14 11:00:00)","127.75"
"C","3","[2016-08-14 11:00:00,2016-08-14 12:00:00)","213.46"
"C","3","[2016-08-14 12:00:00,2016-08-14 13:00:00)","188.48"
"C","3","[2016-08-14 13:00:00,2016-08-14 14:00:00)","138.96"
"C","3","[2016-08-14 14:00:00,2016-08-14 15:00:00)","161.19"
"C","3","[2016-08-14 16:00:00,2016-08-14 17:00:00)","203.64"
"C","3","[2016-08-14 18:00:00,2016-08-14 19:00:00)","177.58"
"C","3","[2016-08-14 19:00:00,2016-08-14 20:00:00)","226.99"
"C","3","[2016-08-14 20:00:00,2016-08-14 21:00:00)","169.84"
"C","3","[2016-08-14 22:00:00,2016-08-14 23:00:00)","142.3"
"C","3","[2016-08-15 05:00:00,2016-08-15 06:00:00)","197.57"
"C","3","[2016-08-15 06:00:00,2016-08-15 07:00:00)","551.68"
"C","3","[2016-08-15 07:00:00,2016-08-15 08:00:00)","204.47"
"C","3","[2016-08-15 08:00:00,2016-08-15 09:00:00)","315.09"
"C","3","[2016-08-15 09:00:00,2016-08-15 10:00:00)","172.56"
"C","3","[2016-08-15 10:00:00,2016-08-15 11:00:00)","173.75"
"C","3","[2016-08-15 11:00:00,2016-08-15 12:00:00)","182.48"
"C","3","[2016-08-15 12:00:00,2016-08-15 13:00:00)","149.44"
"C","3","[2016-08-15 13:00:00,2016-08-15 14:00:00)","175.11"
"C","3","[2016-08-15 14:00:00,2016-08-15 15:00:00)","173.8"
"C","3","[2016-08-15 15:00:00,2016-08-15 16:00:00)","173.13"
"C","3","[2016-08-15 16:00:00,2016-08-15 17:00:00)","176.2"
"C","3","[2016-08-15 17:00:00,2016-08-15 18:00:00)","144.26"
"C","3","[2016-08-15 18:00:00,2016-08-15 19:00:00)","147.37"
"C","3","[2016-08-15 19:00:00,2016-08-15 20:00:00)","180.17"
"C","3","[2016-08-15 20:00:00,2016-08-15 21:00:00)","172.98"
"C","3","[2016-08-15 21:00:00,2016-08-15 22:00:00)","160.44"
"C","3","[2016-08-15 22:00:00,2016-08-15 23:00:00)","217.95"
"C","3","[2016-08-16 05:00:00,2016-08-16 06:00:00)","301.07"
"C","3","[2016-08-16 06:00:00,2016-08-16 07:00:00)","182.74"
"C","3","[2016-08-16 07:00:00,2016-08-16 08:00:00)","214.66"
"C","3","[2016-08-16 09:00:00,2016-08-16 10:00:00)","172.99"
"C","3","[2016-08-16 10:00:00,2016-08-16 11:00:00)","171.23"
"C","3","[2016-08-16 11:00:00,2016-08-16 12:00:00)","207.29"
"C","3","[2016-08-16 12:00:00,2016-08-16 13:00:00)","133.23"
"C","3","[2016-08-16 13:00:00,2016-08-16 14:00:00)","206.67"
"C","3","[2016-08-16 14:00:00,2016-08-16 15:00:00)","155.73"
"C","3","[2016-08-16 15:00:00,2016-08-16 16:00:00)","230.06"
"C","3","[2016-08-16 16:00:00,2016-08-16 17:00:00)","187.56"
"C","3","[2016-08-16 17:00:00,2016-08-16 18:00:00)","222.42"
"C","3","[2016-08-16 18:00:00,2016-08-16 19:00:00)","173.68"
"C","3","[2016-08-16 19:00:00,2016-08-16 20:00:00)","194.07"
"C","3","[2016-08-16 20:00:00,2016-08-16 21:00:00)","181.1"
"C","3","[2016-08-16 21:00:00,2016-08-16 22:00:00)","185.42"
"C","3","[2016-08-17 06:00:00,2016-08-17 07:00:00)","127.14"
"C","3","[2016-08-17 07:00:00,2016-08-17 08:00:00)","170.62"
"C","3","[2016-08-17 08:00:00,2016-08-17 09:00:00)","371.96"
"C","3","[2016-08-17 09:00:00,2016-08-17 10:00:00)","284.19"
"C","3","[2016-08-17 10:00:00,2016-08-17 11:00:00)","175.42"
"C","3","[2016-08-17 11:00:00,2016-08-17 12:00:00)","177.88"
"C","3","[2016-08-17 12:00:00,2016-08-17 13:00:00)","168.7"
"C","3","[2016-08-17 13:00:00,2016-08-17 14:00:00)","180.15"
"C","3","[2016-08-17 14:00:00,2016-08-17 15:00:00)","154.02"
"C","3","[2016-08-17 15:00:00,2016-08-17 16:00:00)","134.87"
"C","3","[2016-08-17 16:00:00,2016-08-17 17:00:00)","160.32"
"C","3","[2016-08-17 18:00:00,2016-08-17 19:00:00)","147.42"
"C","3","[2016-08-17 20:00:00,2016-08-17 21:00:00)","127.08"
"C","3","[2016-08-17 21:00:00,2016-08-17 22:00:00)","118.19"
"C","3","[2016-08-18 06:00:00,2016-08-18 07:00:00)","353.18"
"C","3","[2016-08-18 08:00:00,2016-08-18 09:00:00)","374.7"
"C","3","[2016-08-18 09:00:00,2016-08-18 10:00:00)","204.81"
"C","3","[2016-08-18 10:00:00,2016-08-18 11:00:00)","191.32"
"C","3","[2016-08-18 11:00:00,2016-08-18 12:00:00)","168.48"
"C","3","[2016-08-18 12:00:00,2016-08-18 13:00:00)","128.81"
"C","3","[2016-08-18 13:00:00,2016-08-18 14:00:00)","147.47"
"C","3","[2016-08-18 14:00:00,2016-08-18 15:00:00)","151.26"
"C","3","[2016-08-18 15:00:00,2016-08-18 16:00:00)","167.38"
"C","3","[2016-08-18 16:00:00,2016-08-18 17:00:00)","151.94"
"C","3","[2016-08-18 17:00:00,2016-08-18 18:00:00)","201.93"
"C","3","[2016-08-18 18:00:00,2016-08-18 19:00:00)","212.84"
"C","3","[2016-08-18 19:00:00,2016-08-18 20:00:00)","173.01"
"C","3","[2016-08-18 20:00:00,2016-08-18 21:00:00)","138.4"
"C","3","[2016-08-18 22:00:00,2016-08-18 23:00:00)","120.15"
"C","3","[2016-08-19 06:00:00,2016-08-19 07:00:00)","154.19"
"C","3","[2016-08-19 07:00:00,2016-08-19 08:00:00)","166.51"
"C","3","[2016-08-19 08:00:00,2016-08-19 09:00:00)","280.75"
"C","3","[2016-08-19 09:00:00,2016-08-19 10:00:00)","223.3"
"C","3","[2016-08-19 10:00:00,2016-08-19 11:00:00)","142.77"
"C","3","[2016-08-19 12:00:00,2016-08-19 13:00:00)","100.24"
"C","3","[2016-08-19 13:00:00,2016-08-19 14:00:00)","166.13"
"C","3","[2016-08-19 14:00:00,2016-08-19 15:00:00)","145.35"
"C","3","[2016-08-19 15:00:00,2016-08-19 16:00:00)","131.72"
"C","3","[2016-08-19 16:00:00,2016-08-19 17:00:00)","160.04"
"C","3","[2016-08-19 17:00:00,2016-08-19 18:00:00)","173.14"
"C","3","[2016-08-19 18:00:00,2016-08-19 19:00:00)","177.27"
"C","3","[2016-08-19 19:00:00,2016-08-19 20:00:00)","188.15"
"C","3","[2016-08-19 20:00:00,2016-08-19 21:00:00)","225.33"
"C","3","[2016-08-19 22:00:00,2016-08-19 23:00:00)","155.88"
"C","3","[2016-08-20 07:00:00,2016-08-20 08:00:00)","133.75"
"C","3","[2016-08-20 08:00:00,2016-08-20 09:00:00)","228.54"
"C","3","[2016-08-20 09:00:00,2016-08-20 10:00:00)","172.5"
"C","3","[2016-08-20 10:00:00,2016-08-20 11:00:00)","186.71"
"C","3","[2016-08-20 11:00:00,2016-08-20 12:00:00)","191.74"
"C","3","[2016-08-20 12:00:00,2016-08-20 13:00:00)","121.49"
"C","3","[2016-08-20 13:00:00,2016-08-20 14:00:00)","178.12"
"C","3","[2016-08-20 14:00:00,2016-08-20 15:00:00)","128.94"
"C","3","[2016-08-20 15:00:00,2016-08-20 16:00:00)","113.87"
"C","3","[2016-08-20 16:00:00,2016-08-20 17:00:00)","157.93"
"C","3","[2016-08-20 17:00:00,2016-08-20 18:00:00)","131.49"
"C","3","[2016-08-20 18:00:00,2016-08-20 19:00:00)","184.51"
"C","3","[2016-08-20 19:00:00,2016-08-20 20:00:00)","178.26"
"C","3","[2016-08-20 21:00:00,2016-08-20 22:00:00)","170.88"
"C","3","[2016-08-20 22:00:00,2016-08-20 23:00:00)","169.66"
"C","3","[2016-08-21 07:00:00,2016-08-21 08:00:00)","184.61"
"C","3","[2016-08-21 08:00:00,2016-08-21 09:00:00)","140.77"
"C","3","[2016-08-21 09:00:00,2016-08-21 10:00:00)","133.23"
