"tollgate_id","time_window","direction","volume"
"1","[2016-10-03 08:00:00,2016-10-03 09:00:00)","0","589"
"1","[2016-10-03 08:00:00,2016-10-03 09:00:00)","1","51"
"2","[2016-10-03 08:00:00,2016-10-03 09:00:00)","0","22"
"3","[2016-10-03 09:00:00,2016-10-03 10:00:00)","0","564"
"3","[2016-10-03 09:00:00,2016-10-03 10:00:00)","1","59"
"1","[2016-10-03 09:00:00,2016-10-03 10:00:00)","0","456"
"1","[2016-10-03 09:00:00,2016-10-03 10:00:00)","1","50"
"3","[2016-10-03 10:00:00,2016-10-03 11:00:00)","0","480"
"3","[2016-10-03 10:00:00,2016-10-03 11:00:00)","1","67"
"1","[2016-10-03 10:00:00,2016-10-03 11:00:00)","0","428"
"1","[2016-10-03 10:00:00,2016-10-03 11:00:00)","1","33"
"1","[2016-10-03 11:00:00,2016-10-03 12:00:00)","0","412"
"1","[2016-10-03 11:00:00,2016-10-03 12:00:00)","1","36"
"3","[2016-10-03 11:00:00,2016-10-03 12:00:00)","0","264"
"3","[2016-10-03 11:00:00,2016-10-03 12:00:00)","1","75"
"2","[2016-10-03 11:00:00,2016-10-03 12:00:00)","0","13"
"1","[2016-10-03 12:00:00,2016-10-03 13:00:00)","0","452"
"1","[2016-10-03 12:00:00,2016-10-03 13:00:00)","1","34"
"3","[2016-10-03 12:00:00,2016-10-03 13:00:00)","0","299"
"3","[2016-10-03 12:00:00,2016-10-03 13:00:00)","1","81"
"2","[2016-10-03 12:00:00,2016-10-03 13:00:00)","0","18"
"2","[2016-10-03 13:00:00,2016-10-03 14:00:00)","0","29"
"1","[2016-10-03 13:00:00,2016-10-03 14:00:00)","0","512"
"1","[2016-10-03 13:00:00,2016-10-03 14:00:00)","1","52"
"3","[2016-10-03 13:00:00,2016-10-03 14:00:00)","0","324"
"3","[2016-10-03 13:00:00,2016-10-03 14:00:00)","1","72"
"1","[2016-10-03 14:00:00,2016-10-03 15:00:00)","0","566"
"1","[2016-10-03 14:00:00,2016-10-03 15:00:00)","1","57"
"3","[2016-10-03 14:00:00,2016-10-03 15:00:00)","0","375"
"3","[2016-10-03 14:00:00,2016-10-03 15:00:00)","1","81"
"2","[2016-10-03 14:00:00,2016-10-03 15:00:00)","0","31"
"1","[2016-10-03 15:00:00,2016-10-03 16:00:00)","0","531"
"1","[2016-10-03 15:00:00,2016-10-03 16:00:00)","1","48"
"3","[2016-10-03 15:00:00,2016-10-03 16:00:00)","0","305"
"3","[2016-10-03 15:00:00,2016-10-03 16:00:00)","1","84"
"2","[2016-10-03 15:00:00,2016-10-03 16:00:00)","0","18"
"3","[2016-10-03 16:00:00,2016-10-03 17:00:00)","0","292"
"3","[2016-10-03 16:00:00,2016-10-03 17:00:00)","1","64"
"1","[2016-10-03 16:00:00,2016-10-03 17:00:00)","0","394"
"1","[2016-10-03 16:00:00,2016-10-03 17:00:00)","1","46"
"2","[2016-10-03 16:00:00,2016-10-03 17:00:00)","0","15"
"1","[2016-10-03 17:00:00,2016-10-03 18:00:00)","0","380"
"1","[2016-10-03 17:00:00,2016-10-03 18:00:00)","1","36"
"3","[2016-10-03 17:00:00,2016-10-03 18:00:00)","0","285"
"3","[2016-10-03 17:00:00,2016-10-03 18:00:00)","1","30"
"2","[2016-10-03 17:00:00,2016-10-03 18:00:00)","0","17"
"3","[2016-10-03 18:00:00,2016-10-03 19:00:00)","0","229"
"3","[2016-10-03 18:00:00,2016-10-03 19:00:00)","1","43"
"1","[2016-10-03 18:00:00,2016-10-03 19:00:00)","0","291"
"1","[2016-10-03 18:00:00,2016-10-03 19:00:00)","1","28"
"2","[2016-10-03 18:00:00,2016-10-03 19:00:00)","0","16"
"3","[2016-10-03 19:00:00,2016-10-03 20:00:00)","0","188"
"3","[2016-10-03 19:00:00,2016-10-03 20:00:00)","1","35"
"1","[2016-10-03 19:00:00,2016-10-03 20:00:00)","0","266"
"1","[2016-10-03 19:00:00,2016-10-03 20:00:00)","1","23"
"2","[2016-10-03 19:00:00,2016-10-03 20:00:00)","0","9"
"1","[2016-10-03 20:00:00,2016-10-03 21:00:00)","0","219"
"1","[2016-10-03 20:00:00,2016-10-03 21:00:00)","1","23"
"3","[2016-10-03 20:00:00,2016-10-03 21:00:00)","0","140"
"3","[2016-10-03 20:00:00,2016-10-03 21:00:00)","1","35"
"2","[2016-10-03 20:00:00,2016-10-03 21:00:00)","0","14"
"1","[2016-10-03 21:00:00,2016-10-03 22:00:00)","0","195"
"1","[2016-10-03 21:00:00,2016-10-03 22:00:00)","1","14"
"3","[2016-10-03 21:00:00,2016-10-03 22:00:00)","0","165"
"3","[2016-10-03 21:00:00,2016-10-03 22:00:00)","1","23"
"2","[2016-10-03 21:00:00,2016-10-03 22:00:00)","0","6"
"3","[2016-10-03 22:00:00,2016-10-03 23:00:00)","0","74"
"3","[2016-10-03 22:00:00,2016-10-03 23:00:00)","1","16"
"1","[2016-10-03 22:00:00,2016-10-03 23:00:00)","0","118"
"1","[2016-10-03 22:00:00,2016-10-03 23:00:00)","1","13"
"2","[2016-10-03 22:00:00,2016-10-03 23:00:00)","0","1"
"1","[2016-10-03 23:00:00,2016-10-04 00:00:00)","0","78"
"1","[2016-10-03 23:00:00,2016-10-04 00:00:00)","1","13"
"2","[2016-10-03 23:00:00,2016-10-04 00:00:00)","0","4"
"3","[2016-10-03 23:00:00,2016-10-04 00:00:00)","0","63"
"3","[2016-10-03 23:00:00,2016-10-04 00:00:00)","1","5"
"1","[2016-10-04 00:00:00,2016-10-04 01:00:00)","0","43"
"1","[2016-10-04 00:00:00,2016-10-04 01:00:00)","1","68"
"3","[2016-10-04 00:00:00,2016-10-04 01:00:00)","0","56"
"3","[2016-10-04 00:00:00,2016-10-04 01:00:00)","1","109"
"2","[2016-10-04 00:00:00,2016-10-04 01:00:00)","0","1"
"1","[2016-10-04 01:00:00,2016-10-04 02:00:00)","0","32"
"1","[2016-10-04 01:00:00,2016-10-04 02:00:00)","1","5"
"3","[2016-10-04 01:00:00,2016-10-04 02:00:00)","0","59"
"3","[2016-10-04 01:00:00,2016-10-04 02:00:00)","1","6"
"2","[2016-10-04 01:00:00,2016-10-04 02:00:00)","0","1"
"1","[2016-10-04 02:00:00,2016-10-04 03:00:00)","0","21"
"1","[2016-10-04 02:00:00,2016-10-04 03:00:00)","1","12"
"3","[2016-10-04 02:00:00,2016-10-04 03:00:00)","0","44"
"3","[2016-10-04 02:00:00,2016-10-04 03:00:00)","1","12"
"1","[2016-10-04 03:00:00,2016-10-04 04:00:00)","0","29"
"1","[2016-10-04 03:00:00,2016-10-04 04:00:00)","1","19"
"3","[2016-10-04 03:00:00,2016-10-04 04:00:00)","0","39"
"3","[2016-10-04 03:00:00,2016-10-04 04:00:00)","1","13"
"2","[2016-10-04 03:00:00,2016-10-04 04:00:00)","0","1"
"1","[2016-10-04 04:00:00,2016-10-04 05:00:00)","0","30"
"1","[2016-10-04 04:00:00,2016-10-04 05:00:00)","1","37"
"3","[2016-10-04 04:00:00,2016-10-04 05:00:00)","0","39"
"3","[2016-10-04 04:00:00,2016-10-04 05:00:00)","1","14"
"3","[2016-10-04 05:00:00,2016-10-04 06:00:00)","0","60"
"3","[2016-10-04 05:00:00,2016-10-04 06:00:00)","1","24"
"1","[2016-10-04 05:00:00,2016-10-04 06:00:00)","0","75"
"1","[2016-10-04 05:00:00,2016-10-04 06:00:00)","1","47"
"2","[2016-10-04 05:00:00,2016-10-04 06:00:00)","0","1"
"3","[2016-10-04 06:00:00,2016-10-04 07:00:00)","0","165"
"3","[2016-10-04 06:00:00,2016-10-04 07:00:00)","1","35"
"1","[2016-10-04 06:00:00,2016-10-04 07:00:00)","0","180"
"1","[2016-10-04 06:00:00,2016-10-04 07:00:00)","1","63"
"2","[2016-10-04 06:00:00,2016-10-04 07:00:00)","0","4"
"3","[2016-10-04 07:00:00,2016-10-04 08:00:00)","0","304"
"3","[2016-10-04 07:00:00,2016-10-04 08:00:00)","1","40"
"1","[2016-10-04 07:00:00,2016-10-04 08:00:00)","0","360"
"1","[2016-10-04 07:00:00,2016-10-04 08:00:00)","1","65"
"2","[2016-10-04 07:00:00,2016-10-04 08:00:00)","0","18"
"3","[2016-10-04 08:00:00,2016-10-04 09:00:00)","0","426"
"3","[2016-10-04 08:00:00,2016-10-04 09:00:00)","1","70"
"1","[2016-10-04 08:00:00,2016-10-04 09:00:00)","0","582"
"1","[2016-10-04 08:00:00,2016-10-04 09:00:00)","1","69"
"2","[2016-10-04 08:00:00,2016-10-04 09:00:00)","0","20"
"1","[2016-10-04 09:00:00,2016-10-04 10:00:00)","0","668"
"1","[2016-10-04 09:00:00,2016-10-04 10:00:00)","1","69"
"3","[2016-10-04 09:00:00,2016-10-04 10:00:00)","0","427"
"3","[2016-10-04 09:00:00,2016-10-04 10:00:00)","1","74"
"2","[2016-10-04 09:00:00,2016-10-04 10:00:00)","0","30"
"2","[2016-10-04 10:00:00,2016-10-04 11:00:00)","0","34"
"1","[2016-10-04 10:00:00,2016-10-04 11:00:00)","0","678"
"1","[2016-10-04 10:00:00,2016-10-04 11:00:00)","1","61"
"3","[2016-10-04 10:00:00,2016-10-04 11:00:00)","0","389"
"3","[2016-10-04 10:00:00,2016-10-04 11:00:00)","1","62"
"1","[2016-10-04 11:00:00,2016-10-04 12:00:00)","0","491"
"1","[2016-10-04 11:00:00,2016-10-04 12:00:00)","1","48"
"3","[2016-10-04 11:00:00,2016-10-04 12:00:00)","0","340"
"3","[2016-10-04 11:00:00,2016-10-04 12:00:00)","1","55"
"2","[2016-10-04 11:00:00,2016-10-04 12:00:00)","0","32"
"2","[2016-10-04 12:00:00,2016-10-04 13:00:00)","0","27"
"1","[2016-10-04 12:00:00,2016-10-04 13:00:00)","0","448"
"1","[2016-10-04 12:00:00,2016-10-04 13:00:00)","1","56"
"3","[2016-10-04 12:00:00,2016-10-04 13:00:00)","0","358"
"3","[2016-10-04 12:00:00,2016-10-04 13:00:00)","1","68"
"1","[2016-10-04 13:00:00,2016-10-04 14:00:00)","0","474"
"1","[2016-10-04 13:00:00,2016-10-04 14:00:00)","1","70"
"3","[2016-10-04 13:00:00,2016-10-04 14:00:00)","0","444"
"3","[2016-10-04 13:00:00,2016-10-04 14:00:00)","1","64"
"2","[2016-10-04 13:00:00,2016-10-04 14:00:00)","0","32"
"3","[2016-10-04 14:00:00,2016-10-04 15:00:00)","0","484"
"3","[2016-10-04 14:00:00,2016-10-04 15:00:00)","1","77"
"1","[2016-10-04 14:00:00,2016-10-04 15:00:00)","0","561"
"1","[2016-10-04 14:00:00,2016-10-04 15:00:00)","1","61"
"2","[2016-10-04 14:00:00,2016-10-04 15:00:00)","0","46"
"2","[2016-10-04 15:00:00,2016-10-04 16:00:00)","0","41"
"3","[2016-10-04 15:00:00,2016-10-04 16:00:00)","0","438"
"3","[2016-10-04 15:00:00,2016-10-04 16:00:00)","1","71"
"1","[2016-10-04 15:00:00,2016-10-04 16:00:00)","0","604"
"1","[2016-10-04 15:00:00,2016-10-04 16:00:00)","1","69"
"3","[2016-10-04 16:00:00,2016-10-04 17:00:00)","0","445"
"3","[2016-10-04 16:00:00,2016-10-04 17:00:00)","1","51"
"1","[2016-10-04 16:00:00,2016-10-04 17:00:00)","0","639"
"1","[2016-10-04 16:00:00,2016-10-04 17:00:00)","1","60"
"2","[2016-10-04 16:00:00,2016-10-04 17:00:00)","0","44"
"1","[2016-10-04 17:00:00,2016-10-04 18:00:00)","0","571"
"1","[2016-10-04 17:00:00,2016-10-04 18:00:00)","1","44"
"3","[2016-10-04 17:00:00,2016-10-04 18:00:00)","0","333"
"3","[2016-10-04 17:00:00,2016-10-04 18:00:00)","1","33"
"2","[2016-10-04 17:00:00,2016-10-04 18:00:00)","0","42"
"3","[2016-10-04 18:00:00,2016-10-04 19:00:00)","0","291"
"3","[2016-10-04 18:00:00,2016-10-04 19:00:00)","1","33"
"1","[2016-10-04 18:00:00,2016-10-04 19:00:00)","0","349"
"1","[2016-10-04 18:00:00,2016-10-04 19:00:00)","1","36"
"2","[2016-10-04 18:00:00,2016-10-04 19:00:00)","0","22"
"1","[2016-10-04 19:00:00,2016-10-04 20:00:00)","0","368"
"1","[2016-10-04 19:00:00,2016-10-04 20:00:00)","1","29"
"3","[2016-10-04 19:00:00,2016-10-04 20:00:00)","0","281"
"3","[2016-10-04 19:00:00,2016-10-04 20:00:00)","1","45"
"2","[2016-10-04 19:00:00,2016-10-04 20:00:00)","0","20"
"1","[2016-10-04 20:00:00,2016-10-04 21:00:00)","0","321"
"1","[2016-10-04 20:00:00,2016-10-04 21:00:00)","1","21"
"3","[2016-10-04 20:00:00,2016-10-04 21:00:00)","0","198"
"3","[2016-10-04 20:00:00,2016-10-04 21:00:00)","1","27"
"2","[2016-10-04 20:00:00,2016-10-04 21:00:00)","0","16"
"3","[2016-10-04 21:00:00,2016-10-04 22:00:00)","0","173"
"3","[2016-10-04 21:00:00,2016-10-04 22:00:00)","1","23"
"1","[2016-10-04 21:00:00,2016-10-04 22:00:00)","0","179"
"1","[2016-10-04 21:00:00,2016-10-04 22:00:00)","1","22"
"2","[2016-10-04 21:00:00,2016-10-04 22:00:00)","0","7"
"3","[2016-10-04 22:00:00,2016-10-04 23:00:00)","0","77"
"3","[2016-10-04 22:00:00,2016-10-04 23:00:00)","1","14"
"1","[2016-10-04 22:00:00,2016-10-04 23:00:00)","0","111"
"1","[2016-10-04 22:00:00,2016-10-04 23:00:00)","1","16"
"2","[2016-10-04 22:00:00,2016-10-04 23:00:00)","0","5"
"1","[2016-10-04 23:00:00,2016-10-05 00:00:00)","0","65"
"1","[2016-10-04 23:00:00,2016-10-05 00:00:00)","1","16"
"3","[2016-10-04 23:00:00,2016-10-05 00:00:00)","0","85"
"3","[2016-10-04 23:00:00,2016-10-05 00:00:00)","1","13"
"2","[2016-10-04 23:00:00,2016-10-05 00:00:00)","0","1"
"3","[2016-10-05 00:00:00,2016-10-05 01:00:00)","0","50"
"3","[2016-10-05 00:00:00,2016-10-05 01:00:00)","1","95"
"1","[2016-10-05 00:00:00,2016-10-05 01:00:00)","0","65"
"1","[2016-10-05 00:00:00,2016-10-05 01:00:00)","1","64"
"3","[2016-10-05 01:00:00,2016-10-05 02:00:00)","0","72"
"3","[2016-10-05 01:00:00,2016-10-05 02:00:00)","1","7"
"1","[2016-10-05 01:00:00,2016-10-05 02:00:00)","0","25"
"1","[2016-10-05 01:00:00,2016-10-05 02:00:00)","1","13"
"2","[2016-10-05 01:00:00,2016-10-05 02:00:00)","0","3"
"3","[2016-10-05 02:00:00,2016-10-05 03:00:00)","0","62"
"3","[2016-10-05 02:00:00,2016-10-05 03:00:00)","1","10"
"1","[2016-10-05 02:00:00,2016-10-05 03:00:00)","0","25"
"1","[2016-10-05 02:00:00,2016-10-05 03:00:00)","1","16"
"3","[2016-10-05 03:00:00,2016-10-05 04:00:00)","0","38"
"3","[2016-10-05 03:00:00,2016-10-05 04:00:00)","1","13"
"1","[2016-10-05 03:00:00,2016-10-05 04:00:00)","0","22"
"1","[2016-10-05 03:00:00,2016-10-05 04:00:00)","1","24"
"3","[2016-10-05 04:00:00,2016-10-05 05:00:00)","0","46"
"3","[2016-10-05 04:00:00,2016-10-05 05:00:00)","1","16"
"1","[2016-10-05 04:00:00,2016-10-05 05:00:00)","0","43"
"1","[2016-10-05 04:00:00,2016-10-05 05:00:00)","1","26"
"2","[2016-10-05 04:00:00,2016-10-05 05:00:00)","0","4"
"3","[2016-10-05 05:00:00,2016-10-05 06:00:00)","0","58"
"3","[2016-10-05 05:00:00,2016-10-05 06:00:00)","1","20"
"1","[2016-10-05 05:00:00,2016-10-05 06:00:00)","0","89"
"1","[2016-10-05 05:00:00,2016-10-05 06:00:00)","1","50"
"3","[2016-10-05 06:00:00,2016-10-05 07:00:00)","0","195"
"3","[2016-10-05 06:00:00,2016-10-05 07:00:00)","1","47"
"1","[2016-10-05 06:00:00,2016-10-05 07:00:00)","0","196"
"1","[2016-10-05 06:00:00,2016-10-05 07:00:00)","1","72"
"2","[2016-10-05 06:00:00,2016-10-05 07:00:00)","0","4"
"1","[2016-10-05 07:00:00,2016-10-05 08:00:00)","0","319"
"1","[2016-10-05 07:00:00,2016-10-05 08:00:00)","1","65"
"3","[2016-10-05 07:00:00,2016-10-05 08:00:00)","0","330"
"3","[2016-10-05 07:00:00,2016-10-05 08:00:00)","1","41"
"2","[2016-10-05 07:00:00,2016-10-05 08:00:00)","0","12"
"3","[2016-10-05 08:00:00,2016-10-05 09:00:00)","0","457"
"3","[2016-10-05 08:00:00,2016-10-05 09:00:00)","1","66"
"1","[2016-10-05 08:00:00,2016-10-05 09:00:00)","0","504"
"1","[2016-10-05 08:00:00,2016-10-05 09:00:00)","1","62"
"2","[2016-10-05 08:00:00,2016-10-05 09:00:00)","0","37"
"3","[2016-10-05 09:00:00,2016-10-05 10:00:00)","0","423"
"3","[2016-10-05 09:00:00,2016-10-05 10:00:00)","1","89"
"1","[2016-10-05 09:00:00,2016-10-05 10:00:00)","0","519"
"1","[2016-10-05 09:00:00,2016-10-05 10:00:00)","1","73"
"2","[2016-10-05 09:00:00,2016-10-05 10:00:00)","0","29"
"3","[2016-10-05 10:00:00,2016-10-05 11:00:00)","0","378"
"3","[2016-10-05 10:00:00,2016-10-05 11:00:00)","1","80"
"1","[2016-10-05 10:00:00,2016-10-05 11:00:00)","0","614"
"1","[2016-10-05 10:00:00,2016-10-05 11:00:00)","1","53"
"2","[2016-10-05 10:00:00,2016-10-05 11:00:00)","0","27"
"1","[2016-10-05 11:00:00,2016-10-05 12:00:00)","0","503"
"1","[2016-10-05 11:00:00,2016-10-05 12:00:00)","1","53"
"3","[2016-10-05 11:00:00,2016-10-05 12:00:00)","0","393"
"3","[2016-10-05 11:00:00,2016-10-05 12:00:00)","1","63"
"2","[2016-10-05 11:00:00,2016-10-05 12:00:00)","0","42"
"1","[2016-10-05 12:00:00,2016-10-05 13:00:00)","0","471"
"1","[2016-10-05 12:00:00,2016-10-05 13:00:00)","1","77"
"3","[2016-10-05 12:00:00,2016-10-05 13:00:00)","0","361"
"3","[2016-10-05 12:00:00,2016-10-05 13:00:00)","1","71"
"2","[2016-10-05 12:00:00,2016-10-05 13:00:00)","0","23"
"1","[2016-10-05 13:00:00,2016-10-05 14:00:00)","0","517"
"1","[2016-10-05 13:00:00,2016-10-05 14:00:00)","1","59"
"3","[2016-10-05 13:00:00,2016-10-05 14:00:00)","0","422"
"3","[2016-10-05 13:00:00,2016-10-05 14:00:00)","1","99"
"2","[2016-10-05 13:00:00,2016-10-05 14:00:00)","0","34"
"1","[2016-10-05 14:00:00,2016-10-05 15:00:00)","0","604"
"1","[2016-10-05 14:00:00,2016-10-05 15:00:00)","1","50"
"2","[2016-10-05 14:00:00,2016-10-05 15:00:00)","0","52"
"3","[2016-10-05 14:00:00,2016-10-05 15:00:00)","0","460"
"3","[2016-10-05 14:00:00,2016-10-05 15:00:00)","1","97"
"3","[2016-10-05 15:00:00,2016-10-05 16:00:00)","0","508"
"3","[2016-10-05 15:00:00,2016-10-05 16:00:00)","1","58"
"1","[2016-10-05 15:00:00,2016-10-05 16:00:00)","0","647"
"1","[2016-10-05 15:00:00,2016-10-05 16:00:00)","1","62"
"2","[2016-10-05 15:00:00,2016-10-05 16:00:00)","0","38"
"3","[2016-10-05 16:00:00,2016-10-05 17:00:00)","0","500"
"3","[2016-10-05 16:00:00,2016-10-05 17:00:00)","1","69"
"1","[2016-10-05 16:00:00,2016-10-05 17:00:00)","0","704"
"1","[2016-10-05 16:00:00,2016-10-05 17:00:00)","1","54"
"2","[2016-10-05 16:00:00,2016-10-05 17:00:00)","0","59"
"1","[2016-10-05 17:00:00,2016-10-05 18:00:00)","0","557"
"1","[2016-10-05 17:00:00,2016-10-05 18:00:00)","1","43"
"2","[2016-10-05 17:00:00,2016-10-05 18:00:00)","0","51"
"3","[2016-10-05 17:00:00,2016-10-05 18:00:00)","0","391"
"3","[2016-10-05 17:00:00,2016-10-05 18:00:00)","1","36"
"3","[2016-10-05 18:00:00,2016-10-05 19:00:00)","0","309"
"3","[2016-10-05 18:00:00,2016-10-05 19:00:00)","1","24"
"1","[2016-10-05 18:00:00,2016-10-05 19:00:00)","0","492"
"1","[2016-10-05 18:00:00,2016-10-05 19:00:00)","1","40"
"2","[2016-10-05 18:00:00,2016-10-05 19:00:00)","0","27"
"3","[2016-10-05 19:00:00,2016-10-05 20:00:00)","0","251"
"3","[2016-10-05 19:00:00,2016-10-05 20:00:00)","1","37"
"1","[2016-10-05 19:00:00,2016-10-05 20:00:00)","0","409"
"1","[2016-10-05 19:00:00,2016-10-05 20:00:00)","1","18"
"2","[2016-10-05 19:00:00,2016-10-05 20:00:00)","0","4"
"3","[2016-10-05 20:00:00,2016-10-05 21:00:00)","0","268"
"3","[2016-10-05 20:00:00,2016-10-05 21:00:00)","1","37"
"1","[2016-10-05 20:00:00,2016-10-05 21:00:00)","0","446"
"1","[2016-10-05 20:00:00,2016-10-05 21:00:00)","1","29"
"2","[2016-10-05 20:00:00,2016-10-05 21:00:00)","0","25"
"1","[2016-10-05 21:00:00,2016-10-05 22:00:00)","0","270"
"1","[2016-10-05 21:00:00,2016-10-05 22:00:00)","1","15"
"3","[2016-10-05 21:00:00,2016-10-05 22:00:00)","0","229"
"3","[2016-10-05 21:00:00,2016-10-05 22:00:00)","1","22"
"2","[2016-10-05 21:00:00,2016-10-05 22:00:00)","0","18"
"1","[2016-10-05 22:00:00,2016-10-05 23:00:00)","0","129"
"1","[2016-10-05 22:00:00,2016-10-05 23:00:00)","1","11"
"3","[2016-10-05 22:00:00,2016-10-05 23:00:00)","0","120"
"3","[2016-10-05 22:00:00,2016-10-05 23:00:00)","1","11"
"2","[2016-10-05 22:00:00,2016-10-05 23:00:00)","0","7"
"1","[2016-10-05 23:00:00,2016-10-06 00:00:00)","0","76"
"1","[2016-10-05 23:00:00,2016-10-06 00:00:00)","1","13"
"3","[2016-10-05 23:00:00,2016-10-06 00:00:00)","0","35"
"3","[2016-10-05 23:00:00,2016-10-06 00:00:00)","1","13"
"2","[2016-10-05 23:00:00,2016-10-06 00:00:00)","0","1"
"3","[2016-10-06 00:00:00,2016-10-06 01:00:00)","0","64"
"3","[2016-10-06 00:00:00,2016-10-06 01:00:00)","1","105"
"1","[2016-10-06 00:00:00,2016-10-06 01:00:00)","0","60"
"1","[2016-10-06 00:00:00,2016-10-06 01:00:00)","1","66"
"3","[2016-10-06 01:00:00,2016-10-06 02:00:00)","0","63"
"3","[2016-10-06 01:00:00,2016-10-06 02:00:00)","1","5"
"1","[2016-10-06 01:00:00,2016-10-06 02:00:00)","0","32"
"1","[2016-10-06 01:00:00,2016-10-06 02:00:00)","1","11"
"2","[2016-10-06 01:00:00,2016-10-06 02:00:00)","0","2"
"3","[2016-10-06 02:00:00,2016-10-06 03:00:00)","0","49"
"3","[2016-10-06 02:00:00,2016-10-06 03:00:00)","1","8"
"1","[2016-10-06 02:00:00,2016-10-06 03:00:00)","0","25"
"1","[2016-10-06 02:00:00,2016-10-06 03:00:00)","1","19"
"3","[2016-10-06 03:00:00,2016-10-06 04:00:00)","0","38"
"3","[2016-10-06 03:00:00,2016-10-06 04:00:00)","1","10"
"1","[2016-10-06 03:00:00,2016-10-06 04:00:00)","0","42"
"1","[2016-10-06 03:00:00,2016-10-06 04:00:00)","1","19"
"1","[2016-10-06 04:00:00,2016-10-06 05:00:00)","0","37"
"1","[2016-10-06 04:00:00,2016-10-06 05:00:00)","1","26"
"3","[2016-10-06 04:00:00,2016-10-06 05:00:00)","0","42"
"3","[2016-10-06 04:00:00,2016-10-06 05:00:00)","1","16"
"3","[2016-10-06 05:00:00,2016-10-06 06:00:00)","0","75"
"3","[2016-10-06 05:00:00,2016-10-06 06:00:00)","1","30"
"1","[2016-10-06 05:00:00,2016-10-06 06:00:00)","0","82"
"1","[2016-10-06 05:00:00,2016-10-06 06:00:00)","1","59"
"2","[2016-10-06 05:00:00,2016-10-06 06:00:00)","0","1"
"3","[2016-10-06 06:00:00,2016-10-06 07:00:00)","0","169"
"3","[2016-10-06 06:00:00,2016-10-06 07:00:00)","1","43"
"1","[2016-10-06 06:00:00,2016-10-06 07:00:00)","0","171"
"1","[2016-10-06 06:00:00,2016-10-06 07:00:00)","1","79"
"2","[2016-10-06 06:00:00,2016-10-06 07:00:00)","0","4"
"1","[2016-10-06 07:00:00,2016-10-06 08:00:00)","0","329"
"1","[2016-10-06 07:00:00,2016-10-06 08:00:00)","1","53"
"3","[2016-10-06 07:00:00,2016-10-06 08:00:00)","0","367"
"3","[2016-10-06 07:00:00,2016-10-06 08:00:00)","1","55"
"2","[2016-10-06 07:00:00,2016-10-06 08:00:00)","0","23"
"3","[2016-10-06 08:00:00,2016-10-06 09:00:00)","0","401"
"3","[2016-10-06 08:00:00,2016-10-06 09:00:00)","1","64"
"1","[2016-10-06 08:00:00,2016-10-06 09:00:00)","0","442"
"1","[2016-10-06 08:00:00,2016-10-06 09:00:00)","1","53"
"2","[2016-10-06 08:00:00,2016-10-06 09:00:00)","0","34"
"1","[2016-10-06 09:00:00,2016-10-06 10:00:00)","0","522"
"1","[2016-10-06 09:00:00,2016-10-06 10:00:00)","1","70"
"3","[2016-10-06 09:00:00,2016-10-06 10:00:00)","0","471"
"3","[2016-10-06 09:00:00,2016-10-06 10:00:00)","1","75"
"2","[2016-10-06 09:00:00,2016-10-06 10:00:00)","0","40"
"1","[2016-10-06 10:00:00,2016-10-06 11:00:00)","0","440"
"1","[2016-10-06 10:00:00,2016-10-06 11:00:00)","1","82"
"2","[2016-10-06 10:00:00,2016-10-06 11:00:00)","0","33"
"3","[2016-10-06 10:00:00,2016-10-06 11:00:00)","0","371"
"3","[2016-10-06 10:00:00,2016-10-06 11:00:00)","1","87"
"2","[2016-10-06 11:00:00,2016-10-06 12:00:00)","0","36"
"3","[2016-10-06 11:00:00,2016-10-06 12:00:00)","0","309"
"3","[2016-10-06 11:00:00,2016-10-06 12:00:00)","1","58"
"1","[2016-10-06 11:00:00,2016-10-06 12:00:00)","0","429"
"1","[2016-10-06 11:00:00,2016-10-06 12:00:00)","1","69"
"1","[2016-10-06 12:00:00,2016-10-06 13:00:00)","0","392"
"1","[2016-10-06 12:00:00,2016-10-06 13:00:00)","1","66"
"3","[2016-10-06 12:00:00,2016-10-06 13:00:00)","0","278"
"3","[2016-10-06 12:00:00,2016-10-06 13:00:00)","1","92"
"2","[2016-10-06 12:00:00,2016-10-06 13:00:00)","0","28"
"1","[2016-10-06 13:00:00,2016-10-06 14:00:00)","0","560"
"1","[2016-10-06 13:00:00,2016-10-06 14:00:00)","1","81"
"3","[2016-10-06 13:00:00,2016-10-06 14:00:00)","0","339"
"3","[2016-10-06 13:00:00,2016-10-06 14:00:00)","1","93"
"2","[2016-10-06 13:00:00,2016-10-06 14:00:00)","0","48"
"1","[2016-10-06 14:00:00,2016-10-06 15:00:00)","0","604"
"1","[2016-10-06 14:00:00,2016-10-06 15:00:00)","1","64"
"3","[2016-10-06 14:00:00,2016-10-06 15:00:00)","0","369"
"3","[2016-10-06 14:00:00,2016-10-06 15:00:00)","1","72"
"2","[2016-10-06 14:00:00,2016-10-06 15:00:00)","0","42"
"1","[2016-10-06 15:00:00,2016-10-06 16:00:00)","0","626"
"1","[2016-10-06 15:00:00,2016-10-06 16:00:00)","1","56"
"3","[2016-10-06 15:00:00,2016-10-06 16:00:00)","0","350"
"3","[2016-10-06 15:00:00,2016-10-06 16:00:00)","1","74"
"2","[2016-10-06 15:00:00,2016-10-06 16:00:00)","0","50"
"1","[2016-10-06 16:00:00,2016-10-06 17:00:00)","0","582"
"1","[2016-10-06 16:00:00,2016-10-06 17:00:00)","1","64"
